Event number,event_uuid,start_time,end_time,Primary category,Rally Shot Type,Z Game Number,Receiving Location,Won By,Result Type,Server,Serving Location
680,ed483e51-75ff-4862-a350-eb8ac90360bd,934.223,939.223,Player A Zone 1,Net Shot,Game 3,Net,Won Point Player B,Opp Forced Error,Player A,Left
681,a79c039e-6bc5-484e-b7f6-98d0b1998120,944.09,949.09,Player B Zone 5,Serve,Game 3,Player A Zone 2,,,Player B,Left
682,e17582c4-5ca0-42d1-9534-d0b468bbde0c,944.734,949.734,Player A Zone 2,Net Shot,Game 3,Player B Zone 1,,,Player B,Left
683,f1217402-b1db-47b0-b4c3-79bb61716d81,945.581,950.581,Player B Zone 1,Lift,Game 3,Player A Zone 7,,,Player B,Left
684,1e8d86ed-644f-468b-87d0-5a6d55be45a0,946.823,951.823,Player A Zone 7,Drive,Game 3,Player B Zone 6,,,Player B,Left
685,8c9c8a98-4222-4aa7-9850-f14d49ae3340,947.473,952.473,Player B Zone 6,Drop,Game 3,Player A Zone 3,,,Player B,Left
686,3d98e62d-6357-461c-9001-e9b70e9570ab,948.292,953.292,Player A Zone 3,Net Shot,Game 3,Player B Zone 1,,,Player B,Left
687,73a525b6-30ae-4a88-977b-475bb95acfe8,949.213,954.213,Player B Zone 1,Net Shot,Game 3,Player A Zone 3,Won Point Player B,Winner,Player B,Left
688,96acabc7-ba16-45b6-a8a8-97d0a3d5844b,954.566,959.566,Player B Zone 5,Serve,Game 3,Player A Zone 3,,,Player B,Right
689,6ec4b08b-df64-40e3-bb0f-7f5a6a1ae4d4,955.387,960.387,Player A Zone 3,Net Shot,Game 3,Player B Zone 2,,,Player B,Right
690,82c77487-c83e-4d76-a377-1bce8d989e72,956.258,961.258,Player B Zone 2,Net Shot,Game 3,Player A Zone 3,,,Player B,Right
691,24cab3fa-f00e-4a2d-9d75-53e4adf79889,957.02,962.02,Player A Zone 3,Lift,Game 3,Player B Zone 7,,,Player B,Right
692,9241314e-964c-4a3b-8b2b-fcf22e12ed5f,958.863,963.863,Player B Zone 7,Drop,Game 3,Player A Zone 6,,,Player B,Right
693,750c438f-1ab0-4337-903e-bbeeddfda210,959.604,964.604,Player A Zone 6,Drop,Game 3,Player B Zone 3,,,Player B,Right
694,da39481d-45a3-4d4c-aef7-6f63df6e6262,960.693,965.693,Player B Zone 3,Lift,Game 3,Player A Zone 9,,,Player B,Right
695,5f58967a-1e45-4c59-95ef-67a30166d548,961.721,966.721,Player A Zone 9,Drop,Game 3,Player B Zone 1,,,Player B,Right
696,c0357314-59f1-4594-9eb7-65ce91daa6b4,962.692,967.692,Player B Zone 1,Lift,Game 3,Player A Zone 7,,,Player B,Right
697,7a802ecf-2098-4331-bd8f-660778608b16,963.759,968.759,Player A Zone 7,Clear,Game 3,Player B Zone 9,,,Player B,Right
698,f9afa641-1563-4f10-91fd-1a422fbd88d7,964.925,969.925,Player B Zone 9,Smash,Game 3,Out,Won Point Player A,Opp Forced Error,Player B,Right
699,a6f40f0f-c201-4427-a2dc-d796e4519459,968.556,973.556,Player A Zone 5,Serve,Game 3,Player B Zone 2,,,Player A,Right
700,78524def-f856-4a6b-8569-09fb9c60ef94,969.373,974.373,Player B Zone 2,Lift,Game 3,Player A Zone 9,,,Player A,Right
701,3fa76eba-579d-4856-b9a8-12726dec997c,970.341,975.341,Player A Zone 9,Drive,Game 3,Player B Zone 6,,,Player A,Right
702,f3556294-ea2e-4729-a63e-b472a247ad5a,971.184,976.184,Player B Zone 6,Lift,Game 3,Out,Won Point Player A,Opp Forced Error,Player A,Right
703,ad29d98e-8faa-4028-ae99-b95e0ec357f7,975.376,980.376,Player A Zone 5,Serve,Game 3,Player B Zone 1,,,Player A,Left
704,852df3be-0151-41ef-b3cb-6c6794e662f7,975.968,980.968,Player B Zone 1,Net Shot,Game 3,Player A Zone 3,,,Player A,Left
705,ff926b33-0b4b-4456-9859-0aa30186507f,976.724,981.724,Player A Zone 3,Net Shot,Game 3,Player B Zone 1,,,Player A,Left
706,12dda7a9-7bcc-468d-a37a-462029c46feb,977.754,982.754,Player B Zone 1,Lift,Game 3,Player A Zone 9,,,Player A,Left
707,08dcff36-26a8-46ae-99bb-3d41cb1689ed,978.986,983.986,Player A Zone 9,Drop,Game 3,Player B Zone 1,,,Player A,Left
708,da4da242-2668-4b1f-8fc1-0c5d728d8da6,979.927,984.927,Player B Zone 1,Net Shot,Game 3,Player A Zone 3,,,Player A,Left
709,58b9b708-78fc-4423-a508-53ac1ae9ecf1,980.859,985.859,Player A Zone 3,Lift,Game 3,Player B Zone 9,,,Player A,Left
710,1c3fc7c8-7add-42fc-8155-f8ae76bb6e61,982.512,987.512,Player B Zone 9,Smash,Game 3,Player A Zone 4,,,Player A,Left
711,eca31152-8e46-4e8b-881d-818d68f370d4,983.229,988.229,Player A Zone 4,Short Defence,Game 3,Player B Zone 3,,,Player A,Left
712,3f123d79-33a0-4913-b34b-26afe4a5a7b0,984.128,989.128,Player B Zone 3,Net Shot,Game 3,Player A Zone 1,,,Player A,Left
713,0823a789-e762-4956-8663-b43c0322b40b,985.301,990.301,Player A Zone 1,Net Shot,Game 3,Net,Won Point Player B,Opp Forced Error,Player A,Left
714,d903eea1-b912-4cda-98ce-733c859d5903,988.034,993.034,Player B Zone 5,Serve,Game 3,Player A Zone 2,,,Player B,Left
715,bfe95361-fbe9-48aa-be71-e816565a400d,988.699,993.699,Player A Zone 2,Net Shot,Game 3,Player B Zone 3,,,Player B,Left
716,8aa2ab8b-aca4-4fd7-90f0-11783d7f7899,989.575,994.575,Player B Zone 3,Lift,Game 3,Player A Zone 7,,,Player B,Left
717,dba833f6-91c8-430d-8339-020a856d0c5d,991,996,Player A Zone 7,Smash,Game 3,Out,Won Point Player B,Opp Forced Error,Player B,Left
718,64454eb4-9899-4b48-ba84-631a6fba8500,994.4,999.4,Player B Zone 5,Serve,Game 3,Player A Zone 3,,,Player B,Right
719,99d40c7a-ca4e-4468-b2dd-6429f2446b7a,995.253,1000.253,Player A Zone 3,Net Shot,Game 3,Player B Zone 1,,,Player B,Right
720,ede49897-673d-4bc6-ae5d-d6f4f0f69eab,996.271,1001.271,Player B Zone 1,Lift,Game 3,Player A Zone 9,,,Player B,Right
721,054ce28a-cbba-4ba0-a65c-9aae8bc35300,997.943,1002.943,Player A Zone 9,Clear,Game 3,Player B Zone 5,,,Player B,Right
722,53104b3d-85ca-41ad-ae61-c4f59796af7c,998.78,1003.78,Player B Zone 5,Smash,Game 3,Player A Zone 7,Won Point Player B,Winner,Player B,Right
723,011f1881-a988-43be-804f-85e42d28d334,1002.209,1007.209,Player B Zone 5,Serve,Game 3,Player A Zone 2,,,Player B,Left
724,1be92075-4a11-4ab3-8102-d00ccb69c30f,1003.053,1008.053,Player A Zone 2,Net Shot,Game 3,Player B Zone 1,,,Player B,Left
725,05323dab-10e8-45ce-a049-dfe83c0daac9,1003.719,1008.719,Player B Zone 1,Lift,Game 3,Player A Zone 8,,,Player B,Left
726,3d338909-c945-4938-9a44-1666ed4fee0a,1004.786,1009.786,Player A Zone 8,Smash,Game 3,Player B Zone 6,,,Player B,Left
727,1e48f41c-7527-4aff-9b18-306c989c76a6,1005.259,1010.259,Player B Zone 6,Short Defence,Game 3,Player A Zone 3,Won Point Player B,Winner,Player B,Left
728,8136c19d-ae58-4e4b-96e8-c7037d96648a,1009.252,1014.252,Player B Zone 5,Serve,Game 3,Player A Zone 2,,,Player B,Right
729,0f49b447-74be-4c50-9528-2491dbe7ed72,1009.808,1014.808,Player A Zone 2,Net Shot,Game 3,Player B Zone 3,,,Player B,Right
730,eccfc487-4a3b-43e6-aad4-c1d08e3d2c90,1010.447,1015.447,Player B Zone 3,Lift,Game 3,Player A Zone 7,,,Player B,Right
731,c4ab32ba-f5ba-43c1-8e57-94e9d34ba515,1011.776,1016.776,Player A Zone 7,Clear,Game 3,Player B Zone 8,,,Player B,Right
732,23bbb78b-6ca0-4035-a45a-98f1fc59182c,1013.084,1018.084,Player B Zone 8,Smash,Game 3,Net,Won Point Player A,Opp Forced Error,Player B,Right
733,f7c29bc9-2a21-4692-a4f1-55ffad76fe86,1016.737,1021.737,Player A Zone 5,Serve,Game 3,Player B Zone 3,,,Player A,Right
734,0ddb24af-6446-47d5-aed0-4dd8c9602822,1017.554,1022.554,Player B Zone 3,Lift,Game 3,Player A Zone 9,,,Player A,Right
735,f46c79fa-805e-42f6-afe2-91ed383e901f,1018.576,1023.576,Player A Zone 9,Drive,Game 3,Player B Zone 6,,,Player A,Right
736,9134e04d-6e9d-4eca-94ec-bb4c3f452364,1019.239,1024.239,Player B Zone 6,Drive,Game 3,Player A Zone 4,,,Player A,Right
737,4a5ae52c-44dc-406e-9db9-ffaae01a81a0,1019.862,1024.862,Player A Zone 4,Drop,Game 3,Player B Zone 3,,,Player A,Right
738,2e77a8cf-6e9e-4172-9185-e17c021e6d9c,1020.675,1025.675,Player B Zone 3,Lift,Game 3,Out,Won Point Player A,Opp Forced Error,Player A,Right
739,976caee9-1604-441b-a1f1-448d8be9f332,1024.199,1029.199,Player A Zone 5,Serve,Game 3,Player B Zone 2,,,Player A,Left
740,42e6aff6-914d-4fb8-a071-c40152e1dbdd,1024.812,1029.812,Player B Zone 2,Net Shot,Game 3,Player A Zone 3,,,Player A,Left
741,69ff7292-59b3-4570-b333-f4ff80ce4acb,1025.758,1030.758,Player A Zone 3,Lift,Game 3,Player B Zone 7,,,Player A,Left
742,d13d92ca-734e-4e2f-b5c2-76de97d9a9bd,1027.021,1032.021,Player B Zone 7,Drop,Game 3,Player A Zone 1,,,Player A,Left
743,45d50e0d-7598-4932-8519-e957f5cbd5c2,1028.112,1033.112,Player A Zone 1,Lift,Game 3,Player B Zone 9,,,Player A,Left
744,10f2b0e4-88f7-4eec-b2b5-158feccde21e,1029.027,1034.027,Player B Zone 9,Drop,Game 3,Player A Zone 1,,,Player A,Left
745,6cf673a4-9ed5-49e4-8036-5ad5c4ca91e1,1030.149,1035.149,Player A Zone 1,Net Shot,Game 3,Player B Zone 2,,,Player A,Left
746,58554ec4-2040-403f-93b9-b16b66e24269,1030.816,1035.816,Player B Zone 2,Lift,Game 3,Player A Zone 7,,,Player A,Left
747,1aa09333-a11c-4998-9e9d-2ca175f8348f,1031.641,1036.641,Player A Zone 7,Smash,Game 3,Player B Zone 6,,,Player A,Left
748,6b958e11-15ae-469f-b58c-82bc9251286b,1032.291,1037.291,Player B Zone 6,Short Defence,Game 3,Player A Zone 3,,,Player A,Left
749,f207d711-3894-47c2-8ca4-7199ded63cee,1033.126,1038.126,Player A Zone 3,Lift,Game 3,Player B Zone 8,,,Player A,Left
750,54a91daa-569d-4731-a45c-50c65d3549b3,1034.043,1039.043,Player B Zone 8,Smash,Game 3,Player A Zone 6,,,Player A,Left
751,5655b1bb-5d51-4dcb-bb2d-a3eec89c82d1,1034.79,1039.79,Player A Zone 6,Short Defence,Game 3,Player B Zone 1,,,Player A,Left
752,7e898ebc-c21f-4154-919a-a67eb0acc032,1035.361,1040.361,Player B Zone 1,Lift,Game 3,Player A Zone 7,,,Player A,Left
753,66d745fe-4b8a-4418-b7bd-f5947c19c2a2,1036.542,1041.542,Player A Zone 7,Drive,Game 3,Player B Zone 9,,,Player A,Left
754,fa0a6f5c-1576-43f9-ac0c-121b4db55d6d,1037.802,1042.802,Player B Zone 9,Drop,Game 3,Player A Zone 3,,,Player A,Left
755,195dbcca-a000-4ce9-8a89-e32129ba7f36,1039.122,1044.122,Player A Zone 3,Net Shot,Game 3,Player B Zone 1,,,Player A,Left
756,3b425e58-d7bf-4079-9183-082131212fdf,1039.8,1044.8,Player B Zone 1,Lift,Game 3,Player A Zone 9,,,Player A,Left
757,4180e7cd-7776-49c5-9eb0-c3e8cddacb90,1041.531,1046.531,Player A Zone 9,Drive,Game 3,Net,Won Point Player B,Opp Forced Error,Player A,Left
758,133c8489-26cb-4de6-9788-896f3ec90b0c,1045.149,1050.149,Player B Zone 5,Serve,Game 3,Player A Zone 2,,,Player B,Left
759,e178b506-ab52-4190-8238-92762076b6a5,1046.106,1051.106,Player A Zone 2,Net Shot,Game 3,Net,Won Point Player B,Opp Forced Error,Player B,Left
760,68d802e6-35cd-4b77-9b21-22edebbf8297,1050.734,1055.734,Player B Zone 5,Serve,Game 3,Player A Zone 2,,,Player B,Right
761,7c0dc89f-b8c6-4787-9f4a-d86642d197c8,1051.41,1056.41,Player A Zone 2,Lift,Game 3,Player B Zone 9,,,Player B,Right
762,bd6d701f-8921-4602-84ce-86714f584639,1052.536,1057.536,Player B Zone 9,Smash,Game 3,Player A Zone 4,,,Player B,Right
763,15e9657c-44a9-434a-8b91-fc00cc7ca034,1053.06,1058.06,Player A Zone 4,Short Defence,Game 3,Player B Zone 3,,,Player B,Right
764,2133a99d-904f-44de-b9e3-6f08712d3e42,1053.98,1058.98,Player B Zone 3,Lift,Game 3,Player A Zone 4,,,Player B,Right
765,1c369c20-0b8b-42b9-8d4f-9161eadee58b,1054.786,1059.786,Player A Zone 4,Clear,Game 3,Player B Zone 9,,,Player B,Right
766,9c952bf1-e846-41cf-9ec9-6a5a59cee607,1055.709,1060.709,Player B Zone 9,Smash,Game 3,Player A Zone 6,,,Player B,Right
767,d44f698f-013b-4602-bed1-7ee354fa7461,1056.218,1061.218,Player A Zone 6,Short Defence,Game 3,Player B Zone 1,,,Player B,Right
768,20b8614a-92b5-42a2-881d-a905586143b8,1057.596,1062.596,Player B Zone 1,Net Shot,Game 3,Player A Zone 3,,,Player B,Right
769,4eb93aee-5f98-4f1e-b4e9-58066e77f768,1058.511,1063.511,Player A Zone 3,Lift,Game 3,Player B Zone 7,,,Player B,Right
770,5924730c-14d8-47b4-a178-79b3ee985a05,1060.282,1065.282,Player B Zone 7,Drop,Game 3,Player A Zone 3,,,Player B,Right
771,b7f04768-740e-4665-8364-e5c7d139308f,1061.01,1066.01,Player A Zone 3,Lift,Game 3,Player B Zone 6,,,Player B,Right
772,550860d2-7cc7-4120-907e-518f74d29857,1062.126,1067.126,Player B Zone 6,Drive,Game 3,Player A Zone 7,Won Point Player B,Winner,Player B,Right
773,cd01c353-414c-41c4-8e29-75fd9df0e8ae,1066.42,1071.42,Player B Zone 5,Serve,Game 3,Player A Zone 2,,,Player B,Left
774,d97d8e03-9df7-403c-9894-52105341d9bd,1067.16,1072.16,Player A Zone 2,Lift,Game 3,Player B Zone 9,,,Player B,Left
775,ef8a0569-9dfc-47fe-b51a-1389d50aa9bd,1068.105,1073.105,Player B Zone 9,Drop,Game 3,Net,Won Point Player A,Opp Forced Error,Player B,Left
776,a7458968-aeb7-4366-ac2f-24c89afbd742,1072.27,1077.27,Player A Zone 5,Serve,Game 3,Player B Zone 3,,,Player A,Right
777,fa6e8925-0f06-4387-ac6e-79c1eff32748,1072.984,1077.984,Player B Zone 3,Lift,Game 3,Player A Zone 9,,,Player A,Right
778,242280c3-50d9-4aac-a320-1983faf4bdb0,1074.11,1079.11,Player A Zone 9,Clear,Game 3,Player B Zone 9,,,Player A,Right
779,256633b1-eae6-45f2-b6a7-5c4434b47ff0,1075.307,1080.307,Player B Zone 9,Smash,Game 3,Player A Zone 4,,,Player A,Right
780,15c336b9-bf3d-47a9-b2cf-e47927870352,1075.816,1080.816,Player A Zone 4,Short Defence,Game 3,Player B Zone 3,,,Player A,Right
781,ce32d2b8-82d8-4c11-b579-ec1a10da646c,1076.655,1081.655,Player B Zone 3,Net Shot,Game 3,Player A Zone 1,,,Player A,Right
782,22410a69-eb3d-456a-9909-1fedd5b8637c,1077.558,1082.558,Player A Zone 1,Net Shot,Game 3,Player B Zone 3,,,Player A,Right
783,f18a6b99-8c64-4844-9151-f8392bcbf861,1078.255,1083.255,Player B Zone 3,Net Shot,Game 3,Player A Zone 3,,,Player A,Right
784,e08a6c21-0e0e-4514-91ed-4c6e9bc6f975,1079.625,1084.625,Player A Zone 3,Net Shot,Game 3,Player B Zone 1,Won Point Player A,Winner,Player A,Right
785,c1d08b4f-769a-4224-8572-5f86048c11bb,1084.759,1089.759,Player A Zone 5,Serve,Game 3,Player B Zone 2,,,Player A,Left
786,03790e99-b3d7-4a73-b24c-f657bf73517c,1085.598,1090.598,Player B Zone 2,Net Shot,Game 3,Player A Zone 3,,,Player A,Left
787,fe41ccf3-cd83-4e72-8ba0-73ac9244a0ad,1086.361,1091.361,Player A Zone 3,Net Shot,Game 3,Player B Zone 1,,,Player A,Left
788,d1eab4b3-8797-4b85-95bf-0f9394822489,1087.115,1092.115,Player B Zone 1,Lift,Game 3,Player A Zone 7,,,Player A,Left
789,6be3d5c6-877f-4ba2-a0aa-2747ea2457be,1088.579,1093.579,Player A Zone 7,Smash,Game 3,Player B Zone 4,,,Player A,Left
790,791c0ae4-7955-4c12-a900-5abdead8dc0e,1089.155,1094.155,Player B Zone 4,Short Defence,Game 3,Player A Zone 1,,,Player A,Left
791,af74d28f-5a15-4866-a942-ecbf76f585ff,1090.133,1095.133,Player A Zone 1,Net Shot,Game 3,Player B Zone 3,,,Player A,Left
792,a70861a2-a109-4346-84d6-7e576d93f83b,1091.146,1096.146,Player B Zone 3,Net Shot,Game 3,Net,Won Point Player A,Opp Forced Error,Player A,Left
793,1d0d016b-1f65-4a92-a15c-9c098ebc53e7,1095.931,1100.931,Player A Zone 5,Serve,Game 3,Player B Zone 2,,,Player A,Right
794,bf57deed-5836-436d-af84-2cfe71432dba,1096.645,1101.645,Player B Zone 2,Lift,Game 3,Player A Zone 7,,,Player A,Right
795,59e86e7f-3526-47af-93e1-066e0140e356,1097.707,1102.707,Player A Zone 7,Smash,Game 3,Player B Zone 6,,,Player A,Right
796,7be53869-0ce4-4a79-aa22-98e72f980081,1098.368,1103.368,Player B Zone 6,Short Defence,Game 3,Player A Zone 3,,,Player A,Right
797,cdfd1dca-80e3-4e04-ba88-b96ebaa795e8,1099.281,1104.281,Player A Zone 3,Net Shot,Game 3,Player B Zone 1,,,Player A,Right
798,e55662bb-4d24-472d-80bd-d92e9badbfa1,1100.295,1105.295,Player B Zone 1,Lift,Game 3,Player A Zone 9,,,Player A,Right
799,b1fa1732-3bfc-494b-93c2-05a2d234a316,1101.465,1106.465,Player A Zone 9,Drop,Game 3,Player B Zone 1,,,Player A,Right
800,83fca3c5-86fc-4fd9-b43f-9f768aa3fc2c,1102.099,1107.099,Player B Zone 1,Lift,Game 3,Player A Zone 9,,,Player A,Right
801,c56e4a96-8534-4522-95c0-f164130613fb,1103.315,1108.315,Player A Zone 9,Drive,Game 3,Player B Zone 4,,,Player A,Right
802,aca10d90-00f5-4837-b1e3-055a712de426,1103.793,1108.793,Player B Zone 4,Drop,Game 3,Player A Zone 1,,,Player A,Right
803,3a0cf688-ceb5-40dc-a3a9-ac4b1c904f9b,1104.785,1109.785,Player A Zone 1,Lift,Game 3,Player B Zone 9,,,Player A,Right
804,91e796d3-647c-4780-ab4a-7c30d6a9d017,1105.635,1110.635,Player B Zone 9,Smash,Game 3,Player A Zone 4,,,Player A,Right
805,4599d610-0ff8-4def-a0ba-80803e9db902,1106.22,1111.22,Player A Zone 4,Short Defence,Game 3,Player B Zone 2,,,Player A,Right
806,d5ec88a4-679a-4352-9fb2-eb6b18f15499,1106.904,1111.904,Player B Zone 2,Net Shot,Game 3,Player A Zone 1,,,Player A,Right
807,22bf178b-43d2-40bd-a559-3e42838b5ce3,1107.639,1112.639,Player A Zone 1,Lift,Game 3,Player B Zone 8,,,Player A,Right
808,816ad60f-82a2-4fb8-b99d-df92bd77d469,1109.718,1114.718,Player B Zone 8,Drop,Game 3,Player A Zone 3,,,Player A,Right
809,d3194e03-a085-4013-aa89-5883ce3c1f3c,1110.161,1115.161,Player A Zone 3,Net Shot,Game 3,Player B Zone 1,,,Player A,Right
810,0bb53a8b-97b3-474d-961a-f9e9680cd03e,1111.397,1116.397,Player B Zone 1,Net Shot,Game 3,Net,Won Point Player A,Opp Forced Error,Player A,Right
811,4c03eae3-6c5b-4216-b398-96a141b76f4d,1115.357,1120.357,Player A Zone 5,Serve,Game 3,Player B Zone 2,,,Player A,Left
812,00c318a8-7cd7-4c5e-9061-ae62ac168ffe,1116.577,1121.577,Player B Zone 2,Lift,Game 3,Player A Zone 7,,,Player A,Left
813,0f1c77be-6af0-4a21-9c0d-9d25baf03541,1117.737,1122.737,Player A Zone 7,Drive,Game 3,Player B Zone 6,,,Player A,Left
814,f7297263-ea5b-4037-a3a7-a38da663fc1c,1118.348,1123.348,Player B Zone 6,Drive,Game 3,Player A Zone 4,,,Player A,Left
815,213775d6-d701-499b-8f3b-54884bbac5cc,1119.13,1124.13,Player A Zone 4,Drive,Game 3,Player B Zone 6,,,Player A,Left
816,738856d7-1ff6-4870-b027-87e76d7e07a2,1119.652,1124.652,Player B Zone 6,Drop,Game 3,Player A Zone 1,,,Player A,Left
817,7cfc68a3-6992-430d-bcc3-e72e47141d9b,1120.833,1125.833,Player A Zone 1,Net Shot,Game 3,Player B Zone 3,,,Player A,Left
818,8bcee948-d620-4cd4-9490-da8dd915e7da,1121.453,1126.453,Player B Zone 3,Lift,Game 3,Player A Zone 9,,,Player A,Left
819,7b81f1be-95dc-4a33-8207-bdd672dbc9da,1122.673,1127.673,Player A Zone 9,Drive,Game 3,Player B Zone 4,,,Player A,Left
820,450ddea4-f8a9-4eb0-9d3d-e98f3b21e763,1123.256,1128.256,Player B Zone 4,Drop,Game 3,Player A Zone 1,,,Player A,Left
821,766597f2-586d-4270-a82d-a9e0f0b20973,1124.221,1129.221,Player A Zone 1,Net Shot,Game 3,Player B Zone 3,,,Player A,Left
822,51192618-33d8-4ed5-a479-a8300f30279d,1124.695,1129.695,Player B Zone 3,Lift,Game 3,Player A Zone 7,,,Player A,Left
823,1f9f0373-da4e-480f-ad80-15f4d14a6748,1127.128,1132.128,Player A Zone 7,Smash,Game 3,Player B Zone 4,,,Player A,Left
824,f26aa7cf-9707-4e3f-997f-a38c04a47e2d,1127.958,1132.958,Player B Zone 4,Lift,Game 3,Player A Zone 6,,,Player A,Left
825,795485d7-354e-4d69-9061-17b8e1f9c242,1128.766,1133.766,Player A Zone 6,Drive,Game 3,Player B Zone 4,,,Player A,Left
826,24c02bba-ca62-446d-9e25-5e8310c3881e,1129.26,1134.26,Player B Zone 4,Drive,Game 3,Player A Zone 4,,,Player A,Left
827,30b14d45-7c9f-4800-a218-0320578aee6a,1129.89,1134.89,Player A Zone 4,Short Defence,Game 3,Player B Zone 3,,,Player A,Left
828,e816d29f-3c6c-4f53-9fbb-d5cc2180c837,1130.872,1135.872,Player B Zone 3,Drive,Game 3,Player A Zone 5,,,Player A,Left
829,6d66507d-edc2-4ad8-a2df-f9b35bbcbecc,1131.462,1136.462,Player A Zone 5,Lift,Game 3,Net,Won Point Player B,Opp Forced Error,Player A,Left
830,2984c2a1-f131-4807-a151-cdd31b076699,1135.82,1140.82,Player B Zone 5,Serve,Game 3,Player A Zone 2,,,Player B,Right
831,79d3248e-6ef9-4e9e-a2d9-ee8dfef43e52,1135.82,1140.82,Player A Zone 2,Net Shot,Game 3,Player B Zone 2,,,Player B,Right
832,a2fb0501-ae1b-439b-a5ce-690ac5b94abc,1135.99,1140.99,Player B Zone 2,Lift,Game 3,Player A Zone 7,,,Player B,Right
833,95e90eff-aff2-408c-83c8-abbffa97e751,1137.119,1142.119,Player A Zone 7,Drive,Game 3,Player B Zone 5,,,Player B,Right
834,d8814a3a-0d30-4caf-bb68-dc0fd8380e73,1137.813,1142.813,Player B Zone 5,Drop,Game 3,Player A Zone 1,,,Player B,Right
835,93029cec-1174-48ca-b6ff-ee4ce0a25f1d,1138.891,1143.891,Player A Zone 1,Net Shot,Game 3,Player B Zone 3,,,Player B,Right
836,d1c49cc6-4c82-4a3e-90d7-01897fd68844,1139.058,1144.058,Player B Zone 3,Lift,Game 3,Player A Zone 8,,,Player B,Right
837,51b37add-5077-45cc-a937-e969608a1531,1141.923,1146.923,Player A Zone 8,Drive,Game 3,Player B Zone 4,,,Player B,Right
838,e39abe4a-e345-4b67-869c-18cc484f9133,1142.932,1147.932,Player B Zone 4,Drop,Game 3,Player A Zone 3,,,Player B,Right
839,a9d81388-51ea-4835-a7f4-8d055e660a2f,1143.35,1148.35,Player A Zone 3,Lift,Game 3,Player B Zone 9,,,Player B,Right
840,4900b903-7398-4d3e-8494-9dc425adb7ce,1144.54,1149.54,Player B Zone 9,Drop,Game 3,Player A Zone 3,,,Player B,Right
841,6a7cce26-3e0f-430c-8e1a-a992465a2ac3,1145.659,1150.659,Player A Zone 3,Net Shot,Game 3,Player B Zone 3,,,Player B,Right
842,cd2f9d22-9ff6-4283-983b-7aa949e50345,1146.626,1151.626,Player B Zone 3,Lift,Game 3,Player A Zone 7,,,Player B,Right
843,b55e28ae-b6af-4b43-8469-1df1d6f8d8ac,1147.694,1152.694,Player A Zone 7,Clear,Game 3,Player B Zone 9,,,Player B,Right
844,7383e724-12e6-4198-b3d9-14fdea2d458d,1148.877,1153.877,Player B Zone 9,Drop,Game 3,Player A Zone 1,,,Player B,Right
845,995762ed-5db7-4094-bdc7-b976c0754d7c,1149.697,1154.697,Player A Zone 1,Net Kill,Game 3,Player B Zone 5,,,Player B,Right
846,eb4a96d7-5968-4450-a990-f1deaa5add52,1150.053,1155.053,Player B Zone 5,Short Defence,Game 3,Player A Zone 5,,,Player B,Right
847,2daced8c-c4fd-4501-8606-428225c4fdf4,1150.511,1155.511,Player A Zone 5,Drive,Game 3,Player B Zone 4,,,Player B,Right
848,b06d6901-4712-49f4-85b1-b21e58fc3a13,1150.91,1155.91,Player B Zone 4,Drop,Game 3,Player A Zone 1,,,Player B,Right
849,2d189cd0-33f3-4bdb-bfb8-c8ec3c145844,1152.213,1157.213,Player A Zone 1,Net Shot,Game 3,Player B Zone 3,,,Player B,Right
850,12490b49-a886-4db6-9f3e-79f8d94776fe,1152.768,1157.768,Player B Zone 3,Net Shot,Game 3,Player A Zone 3,,,Player B,Right
851,91dce7b2-7a3a-45b9-916d-628cb57184dd,1153.717,1158.717,Player A Zone 3,Net Shot,Game 3,Net,Won Point Player B,Opp Forced Error,Player B,Right
852,c6e66623-bf5d-4210-ade0-09811312722e,1158.288,1163.288,Player B Zone 3,Lift,Game 3,Player A Zone 7,,,Player B,Left
853,061ab9d4-24be-4fdb-a0f7-8c0227e4dd2a,1158.735,1163.735,Player B Zone 5,Serve,Game 3,Player A Zone 2,,,Player B,Left
854,51a4bce5-9f27-455a-b1ca-aab0e4d4652c,1159.602,1164.602,Player A Zone 2,Net Shot,Game 3,Player B Zone 3,,,Player B,Left
855,d8ed034e-d58e-47b6-b9fa-6ea3502d3802,1161.684,1166.684,Player A Zone 7,Smash,Game 3,Out,Won Point Player B,Opp Forced Error,Player B,Left
856,70895d91-515f-43d3-975e-dd413f82298d,1164.572,1169.572,Player B Zone 5,Serve,Game 3,Player A Zone 2,,,Player B,Right
857,d6eff624-5363-4c31-a4f2-8b5fca5c2131,1165.183,1170.183,Player A Zone 2,Net Shot,Game 3,Net,Won Point Player B,Opp Forced Error,Player B,Right
858,89781cb1-50a7-45f9-a6c0-8742e5a76ad3,1168.361,1173.361,Player B Zone 5,Serve,Game 3,Player A Zone 2,,,Player B,Left
859,c43ba921-c14f-4062-a781-6193c72fe680,1168.789,1173.789,Player A Zone 2,Lift,Game 3,Player B Zone 9,,,Player B,Left
860,a9acca71-1bcf-45a3-b83c-12f4fb05ee10,1169.835,1174.835,Player B Zone 9,Smash,Game 3,Net,Won Point Player A,Opp Forced Error,Player B,Left
861,843f9d80-11e5-4b1b-b64a-3f7ca448e000,1173.746,1178.746,Player A Zone 5,Serve,Game 3,Player B Zone 2,,,Player A,Right
